Layers,N40_Mean_c,N40_MRE,N40_MaxErr,N50_Mean_c,N50_MRE,N50_MaxErr,N60_Mean_c,N60_MRE,N60_MaxErr
6,1.301936310010803,0.012886660335161082,0.028929625700306362,1.3019164313405742,0.01287930876985193,0.028929625700306362,1.3019340684014948,0.012886904966170351,0.028929625700306362
7,1.3019166285496044,0.01287916704776042,0.02892859405129578,1.3019156425044542,0.012878791093802184,0.028929625700306362,1.3019257987695014,0.01288341213509984,0.028929625700306362
8,1.3019191068097486,0.012879328606675877,0.028923642136045355,1.3019163787514996,0.012878923698729904,0.028929625700306362,1.3019184954617555,0.012878623320583853,0.02892632442347262
